# File: CCS_provincial_data.csv
# Title: CO2 and Cost(2005USD) by province
# Units: CO2-Mt,Cost-2005USD per t CO2
# Description: Provincial CO2 and Cost(2005USD)
# Source: PNNL's research based on Dahowski et al. (2010, 2017)
# Column types: ccnn
# ----------
province.name,ID,CO2_Mt,Cost_2005USDtCO2
Shanxi,Shanxi_DSF_006,871.2,1.6188
Shanxi,Shanxi_DSF_007,696.9,1.6264
Shanxi,Shanxi_DSF_008,820.9,1.6796
Shanxi,Shanxi_DSF_009,569.6,1.6948
Shanxi,Shanxi_DSF_010,402.1,1.8012
Shanxi,Shanxi_DSF_011,268.1,1.8164
Shanxi,Shanxi_DSF_012,1340.3,1.824
Shanxi,Shanxi_DSF_013,214,1.8696
Shanxi,Shanxi_DSF_014,804.2,1.9608
Shanxi,Shanxi_DSF_015,1206.3,2.0216
Shanxi,Shanxi_DSF_016,402.1,2.09
Shanxi,Shanxi_DSF_017,804.2,2.1432
Shanxi,Shanxi_DSF_018,402.1,2.166
Shanxi,Shanxi_DSF_019,201,2.2876
Shanxi,Shanxi_DSF_020,831,2.2952
Shanxi,Shanxi_DSF_021,100.7,2.3484
Shanxi,Shanxi_DSF_022,378.6,2.4472
Shanxi,Shanxi_DSF_023,268.1,2.5764
Shanxi,Shanxi_DSF_024,151,2.8804
Shanxi,Shanxi_DSF_025,167.5,3.0096
Shanxi,Shanxi_DSF_026,268.1,3.23
Shanxi,Shanxi_DSF_027,115.2,3.5568
Shanxi,Shanxi_DSF_028,294.9,3.6632
Shanxi,Shanxi_DSF_029,98.8,3.7164
Shanxi,Shanxi_DSF_030,67,3.762
Shanxi,Shanxi_DSF_031,90.6,3.8684
Shanxi,Shanxi_DSF_032,120.6,3.9368
Shanxi,Shanxi_DSF_033,268.1,3.952
Shanxi,Shanxi_DSF_034,93.6,4.1648
Shanxi,Shanxi_DSF_035,76.3,4.332
Shanxi,Shanxi_DSF_036,78,4.9628
Shanxi,Shanxi_DSF_037,58.5,5.7228
Shanxi,Shanxi_DSF_038,117,5.8292
Shanxi,Shanxi_DSF_039,39,6.5284
Shanxi,Shanxi_DSF_040,31.2,7.3948
Shanxi,Shanxi_DSF_041,24.6,7.676
Shanxi,Shanxi_DSF_042,66.3,8.0484
Shanxi,Shanxi_DSF_043,66.3,8.0484
Shanxi,Shanxi_DSF_044,33.5,9.006
Shanxi,Shanxi_DSF_045,23.4,9.3328
Shanxi,Shanxi_DSF_046,15.6,9.3708
Shanxi,Shanxi_DSF_047,14.6,9.4696
Shanxi,Shanxi_DSF_048,31,10.07
Shanxi,Shanxi_DSF_049,20.1,10.754
Shanxi,Shanxi_DSF_050,15.1,12.3576
Shanxi,Shanxi_DSF_051,18.3,13.832
Shanxi,Shanxi_DSF_052,15.6,14.4932
Shanxi,Shanxi_DSF_053,4.7,15.7472
Shanxi,Shanxi_DSF_054,10.1,16.5148
Shanxi,Shanxi_DSF_055,7,16.7276
Shanxi,Shanxi_EOR_001,24.7,-107.504775
Shanxi,Shanxi_EOR_002,37.8,-103.19841
Shanxi,Shanxi_EOR_003,25.2,-100.281195
Shanxi,Shanxi_EOR_004,22.7,-99.33966
Shanxi,Shanxi_EOR_005,19.1,-97.502895
Shanxi,Shanxi_EOR_006,5,-92.17782
Shanxi,Shanxi_EOR_007,3.8,-89.86257
Shanxi,Shanxi_EOR_008,7.8,-89.353215
Shanxi,Shanxi_ECBM_001,94.6,-86.34339
Shanxi,Shanxi_ECBM_002,28.8,-84.39858
Shanxi,Shanxi_ECBM_003,2.5,-70.22925
Shanxi,Shanxi_ECBM_004,3.7,-64.88874
Shanxi,Shanxi_ECBM_005,53.5,-21.17682
Shanxi,Shanxi_ECBM_006,23.4,-9.8398125
Shanxi,Shanxi_ECBM_007,22.9,-11.5266375
Shanxi,Shanxi_DSF_001,1407.3,1.14
Shanxi,Shanxi_DSF_002,1742.4,1.368
Shanxi,Shanxi_DSF_003,804.2,1.4516
Shanxi,Shanxi_DSF_004,739.8,1.5352
Shanxi,Shanxi_DSF_005,1641.8,1.5504
Shanxi,Shanxi_DSF_006,871.2,1.6188
Shanxi,Shanxi_DSF_007,696.9,1.6264
Shanxi,Shanxi_DSF_008,820.9,1.6796
Shanxi,Shanxi_DSF_009,569.6,1.6948
Shanxi,Shanxi_DSF_010,402.1,1.8012
Shanxi,Shanxi_DSF_011,268.1,1.8164
Shanxi,Shanxi_DSF_012,1340.3,1.824
Shanxi,Shanxi_DSF_013,214,1.8696
Shanxi,Shanxi_DSF_014,804.2,1.9608
Shanxi,Shanxi_DSF_015,1206.3,2.0216
Shanxi,Shanxi_DSF_016,402.1,2.09
Shanxi,Shanxi_DSF_017,804.2,2.1432
Shanxi,Shanxi_DSF_018,402.1,2.166
Shanxi,Shanxi_DSF_019,201,2.2876
Shanxi,Shanxi_DSF_020,831,2.2952
Shanxi,Shanxi_DSF_021,100.7,2.3484
Shanxi,Shanxi_DSF_022,378.6,2.4472
Shanxi,Shanxi_DSF_023,268.1,2.5764
Shanxi,Shanxi_DSF_024,151,2.8804
Shanxi,Shanxi_DSF_025,167.5,3.0096
Shanxi,Shanxi_DSF_026,268.1,3.23
Shanxi,Shanxi_DSF_027,115.2,3.5568
Shanxi,Shanxi_DSF_028,294.9,3.6632
Shanxi,Shanxi_DSF_029,98.8,3.7164
Shanxi,Shanxi_DSF_030,67,3.762
Shanxi,Shanxi_DSF_031,90.6,3.8684
Shanxi,Shanxi_DSF_032,120.6,3.9368
Shanxi,Shanxi_DSF_033,268.1,3.952
Shanxi,Shanxi_DSF_034,93.6,4.1648
Shanxi,Shanxi_DSF_035,76.3,4.332
Shanxi,Shanxi_DSF_036,78,4.9628
Shanxi,Shanxi_DSF_037,58.5,5.7228
Shanxi,Shanxi_DSF_038,117,5.8292
Shanxi,Shanxi_DSF_039,39,6.5284
Shanxi,Shanxi_DSF_040,31.2,7.3948
Shanxi,Shanxi_DSF_041,24.6,7.676
Shanxi,Shanxi_DSF_042,66.3,8.0484
Shanxi,Shanxi_DSF_043,66.3,8.0484
Shanxi,Shanxi_DSF_044,33.5,9.006
Shanxi,Shanxi_DSF_045,23.4,9.3328
Shanxi,Shanxi_DSF_046,15.6,9.3708
Shanxi,Shanxi_DSF_047,14.6,9.4696
Shanxi,Shanxi_DSF_048,31,10.07
Shanxi,Shanxi_DSF_049,20.1,10.754
Shanxi,Shanxi_DSF_050,15.1,12.3576
Shanxi,Shanxi_DSF_051,18.3,13.832
Shanxi,Shanxi_DSF_052,15.6,14.4932
Shanxi,Shanxi_DSF_053,4.7,15.7472
Shanxi,Shanxi_DSF_054,10.1,16.5148
Shanxi,Shanxi_DSF_055,7,16.7276
Sichuan,Sichuan_ECBM_001,21,-57.91212
Sichuan,Sichuan_ECBM_002,8.6,-18.79983
Sichuan,Sichuan_DSF_001,1206.3,3.572
Sichuan,Sichuan_DSF_002,603.1,3.7544
Sichuan,Sichuan_DSF_003,442.3,3.838
Sichuan,Sichuan_DSF_004,291.5,3.952
Sichuan,Sichuan_DSF_005,268.1,4.0128
Sichuan,Sichuan_DSF_006,257.2,4.0736
Sichuan,Sichuan_DSF_007,234,4.1192
Sichuan,Sichuan_DSF_008,207.7,4.1268
Sichuan,Sichuan_DSF_009,185.2,4.218
Sichuan,Sichuan_DSF_010,190.3,4.2256
Sichuan,Sichuan_DSF_011,164.7,4.2408
Sichuan,Sichuan_DSF_012,163.8,4.256
Sichuan,Sichuan_DSF_013,144,4.4612
Sichuan,Sichuan_DSF_014,138.4,4.4612
Sichuan,Sichuan_DSF_015,134,4.5752
Sichuan,Sichuan_DSF_016,134,4.5752
Sichuan,Sichuan_DSF_017,94.8,4.7728
Sichuan,Sichuan_DSF_018,82.3,4.788
Sichuan,Sichuan_DSF_019,94.4,4.7956
Sichuan,Sichuan_DSF_020,101.4,4.9172
Sichuan,Sichuan_DSF_021,84.1,4.94
Sichuan,Sichuan_DSF_022,85.8,4.9476
Sichuan,Sichuan_DSF_023,100.6,4.9552
Sichuan,Sichuan_DSF_024,67,5.0616
Sichuan,Sichuan_DSF_025,67,5.0616
Sichuan,Sichuan_DSF_026,66.9,5.0692
Sichuan,Sichuan_DSF_027,61.7,5.4112
Sichuan,Sichuan_DSF_028,55,5.5784
Sichuan,Sichuan_DSF_029,54.6,5.6088
Sichuan,Sichuan_DSF_030,39,5.6772
Sichuan,Sichuan_DSF_031,39,5.6772
Sichuan,Sichuan_DSF_032,39,5.6772
Sichuan,Sichuan_DSF_033,46.8,5.9356
Sichuan,Sichuan_DSF_034,46.8,5.9356
Sichuan,Sichuan_DSF_035,34.5,6.346
Sichuan,Sichuan_DSF_036,33,6.4904
Sichuan,Sichuan_DSF_037,31.2,6.802
Sichuan,Sichuan_DSF_038,27.1,6.8628
Sichuan,Sichuan_DSF_039,25.2,7.296
Sichuan,Sichuan_DSF_040,23.4,7.752
Sichuan,Sichuan_DSF_041,22,8.1472
Sichuan,Sichuan_DSF_042,15.6,9.5532
Sichuan,Sichuan_DSF_043,13.8,10.5868
Tianjin,Tianjin_EOR_001,24.7,-36.05616
Tianjin,Tianjin_EOR_002,12.3,-26.501895
Tianjin,Tianjin_DSF_001,921.4,0.7828
Tianjin,Tianjin_DSF_002,804.2,0.836
Tianjin,Tianjin_DSF_003,621.6,0.8664
Tianjin,Tianjin_DSF_004,1018.6,0.9044
Tianjin,Tianjin_DSF_005,804.2,0.988
Tianjin,Tianjin_DSF_006,402.1,1.0336
Tianjin,Tianjin_DSF_007,217.8,1.2844
Tianjin,Tianjin_DSF_008,134,1.5124
Tianjin,Tianjin_DSF_009,98.8,1.6036
Tianjin,Tianjin_DSF_010,102.9,1.8316
Tianjin,Tianjin_DSF_011,93.6,1.9608
Tianjin,Tianjin_DSF_012,93.6,1.9608
Tianjin,Tianjin_DSF_013,93.6,1.9608
Tianjin,Tianjin_DSF_014,78,2.0368
Tianjin,Tianjin_DSF_015,49.4,2.4168
Tianjin,Tianjin_DSF_016,54.6,2.6524
Tianjin,Tianjin_DSF_017,41.2,3.2908
Tianjin,Tianjin_DSF_018,37,3.5644
Tianjin,Tianjin_DSF_019,31.5,4.0508
Tianjin,Tianjin_DSF_020,15.6,7.182
Xinjiang,Xinjiang_EOR_001,23.7,-80.81766
Xinjiang,Xinjiang_EOR_002,80.4,-80.23113
Xinjiang,Xinjiang_EOR_003,23.7,-78.44067
Xinjiang,Xinjiang_EOR_004,18.1,-77.02065
Xinjiang,Xinjiang_EOR_005,11.4,-72.776025
Xinjiang,Xinjiang_EOR_006,13.4,-69.812505
Xinjiang,Xinjiang_EOR_007,4.9,-64.379385
Xinjiang,Xinjiang_EOR_008,7.8,-60.22737
Xinjiang,Xinjiang_EOR_009,7.8,-57.958425
Xinjiang,Xinjiang_EOR_010,43.7,-39.498165
Xinjiang,Xinjiang_EOR_011,31.8,-38.047275
Xinjiang,Xinjiang_EOR_012,36.2,-37.831185
Xinjiang,Xinjiang_EOR_013,11.4,-29.85129
Xinjiang,Xinjiang_EOR_014,4.9,-11.29842
Xinjiang,Xinjiang_DSF_001,536.1,2.2724
Xinjiang,Xinjiang_DSF_002,94.4,2.3332
Xinjiang,Xinjiang_DSF_003,88.1,2.4624
Xinjiang,Xinjiang_DSF_004,80.4,2.4852
Xinjiang,Xinjiang_DSF_005,67,2.7512
Xinjiang,Xinjiang_DSF_006,241.3,2.8272
Xinjiang,Xinjiang_DSF_007,284.8,2.888
Xinjiang,Xinjiang_DSF_008,174.7,3.0856
Xinjiang,Xinjiang_DSF_009,144.8,3.2452
Xinjiang,Xinjiang_DSF_010,127.3,3.2984
Xinjiang,Xinjiang_DSF_011,98.6,3.4884
Xinjiang,Xinjiang_DSF_012,180.9,3.5112
Xinjiang,Xinjiang_DSF_013,94.6,3.5644
Xinjiang,Xinjiang_DSF_014,7.8,4.1572
Xinjiang,Xinjiang_DSF_015,33.5,4.1572
Xinjiang,Xinjiang_DSF_016,34.3,4.3168
Xinjiang,Xinjiang_DSF_017,35.5,4.37
Xinjiang,Xinjiang_DSF_018,31.2,4.408
Xinjiang,Xinjiang_DSF_019,167.5,4.7804
Xinjiang,Xinjiang_DSF_020,31.2,5.0464
Xinjiang,Xinjiang_DSF_021,27.2,5.0616
Xinjiang,Xinjiang_DSF_022,14.8,6.7336
Xinjiang,Xinjiang_DSF_023,83.8,6.8628
Xinjiang,Xinjiang_DSF_024,23.4,6.9768
Xinjiang,Xinjiang_DSF_025,15.6,7.7976
Xinjiang,Xinjiang_DSF_026,20.1,11.1872
Xinjiang,Xinjiang_DSF_027,9.9,11.552
Yunnan,Yunnan_ECBM_001,25.2,-61.045425
Yunnan,Yunnan_ECBM_002,31.5,-60.520635
Yunnan,Yunnan_ECBM_003,31.5,-60.47433
Yunnan,Yunnan_ECBM_004,15.7,-59.36301
Yunnan,Yunnan_ECBM_005,3.1,-36.256815
Yunnan,Yunnan_ECBM_006,5,-59.1105375
Yunnan,Yunnan_ECBM_007,5,-61.1060625
Yunnan,Yunnan_DSF_001,904.7,4.94
Yunnan,Yunnan_DSF_002,100.7,6.4068
Yunnan,Yunnan_DSF_003,100.1,7.22
Zhejiang,Zhejiang_DSF_001,978.4,1.9456
Zhejiang,Zhejiang_DSF_002,1608.3,2.1356
Zhejiang,Zhejiang_DSF_003,468,2.3408
Zhejiang,Zhejiang_DSF_004,468,2.3712
Zhejiang,Zhejiang_DSF_005,2010.4,2.4472
Zhejiang,Zhejiang_DSF_006,279,2.7816
Zhejiang,Zhejiang_DSF_007,237.9,2.8804
Zhejiang,Zhejiang_DSF_008,1206.3,2.9944
Zhejiang,Zhejiang_DSF_009,267.5,3.116
Zhejiang,Zhejiang_DSF_010,402.1,3.154
Zhejiang,Zhejiang_DSF_011,624,3.2528
Zhejiang,Zhejiang_DSF_012,234.5,3.268
Zhejiang,Zhejiang_DSF_013,546,3.42
Zhejiang,Zhejiang_DSF_014,739.8,3.5492
Zhejiang,Zhejiang_DSF_015,605.1,3.5796
Zhejiang,Zhejiang_DSF_016,171.6,3.762
Zhejiang,Zhejiang_DSF_017,147.6,3.7848
Zhejiang,Zhejiang_DSF_018,167.5,3.7848
Zhejiang,Zhejiang_DSF_019,140.4,3.914
Zhejiang,Zhejiang_DSF_020,101.4,3.9368
Zhejiang,Zhejiang_DSF_021,117,4.1268
Zhejiang,Zhejiang_DSF_022,123,4.1496
Zhejiang,Zhejiang_DSF_023,123,4.1496
Zhejiang,Zhejiang_DSF_024,238,4.2636
Zhejiang,Zhejiang_DSF_025,174.2,4.3016
Zhejiang,Zhejiang_DSF_026,109.9,4.3244
Zhejiang,Zhejiang_DSF_027,296.4,4.3244
Zhejiang,Zhejiang_DSF_028,279,4.4384
Zhejiang,Zhejiang_DSF_029,374.4,4.5144
Zhejiang,Zhejiang_DSF_030,315.4,4.5676
Zhejiang,Zhejiang_DSF_031,93.6,5.0008
Zhejiang,Zhejiang_DSF_032,144.3,5.2136
Zhejiang,Zhejiang_DSF_033,156,5.5024
Zhejiang,Zhejiang_DSF_034,156,5.5024
Zhejiang,Zhejiang_DSF_035,67,5.624
Zhejiang,Zhejiang_DSF_036,234,5.6696
Zhejiang,Zhejiang_DSF_037,62.4,5.9204
Zhejiang,Zhejiang_DSF_038,57.1,5.9356
Zhejiang,Zhejiang_DSF_039,167.5,6.1788
Zhejiang,Zhejiang_DSF_040,123,6.46
Zhejiang,Zhejiang_DSF_041,78,6.5132
Zhejiang,Zhejiang_DSF_042,140.4,6.7564
Zhejiang,Zhejiang_DSF_043,46.8,6.8704
Zhejiang,Zhejiang_DSF_044,46.8,6.8704
Zhejiang,Zhejiang_DSF_045,50.3,7.0452
Zhejiang,Zhejiang_DSF_046,39,7.3036
Zhejiang,Zhejiang_DSF_047,42.9,7.334
Zhejiang,Zhejiang_DSF_048,78,7.638
Zhejiang,Zhejiang_DSF_049,98,7.7824
Zhejiang,Zhejiang_DSF_050,33.5,8.1168
Zhejiang,Zhejiang_DSF_051,39,8.8464
Zhejiang,Zhejiang_DSF_052,62.4,9.158
Zhejiang,Zhejiang_DSF_053,39,9.3176
Zhejiang,Zhejiang_DSF_054,67,9.766
Zhejiang,Zhejiang_DSF_055,33.5,9.7964
Zhejiang,Zhejiang_DSF_056,66.3,9.918
Zhejiang,Zhejiang_DSF_057,57.1,10.5868
Zhejiang,Zhejiang_DSF_058,23.4,10.6704
Zhejiang,Zhejiang_DSF_059,63.1,11.0884
Zhejiang,Zhejiang_DSF_060,24.6,11.096
Zhejiang,Zhejiang_DSF_061,50.9,11.3468
Zhejiang,Zhejiang_DSF_062,20.1,12.0384
Zhejiang,Zhejiang_DSF_063,24.1,12.4032
Zhejiang,Zhejiang_DSF_064,46.8,13.11
Zhejiang,Zhejiang_DSF_065,24.1,13.9384
Zhejiang,Zhejiang_DSF_066,15.6,14.0068
Zhejiang,Zhejiang_DSF_067,19.5,14.1436
Zhejiang,Zhejiang_DSF_068,14,14.1892
Zhejiang,Zhejiang_DSF_069,34.8,14.3868
Zhejiang,Zhejiang_DSF_070,20.1,15.0024
Zhejiang,Zhejiang_DSF_071,31.5,15.6028
Zhejiang,Zhejiang_DSF_072,19.5,15.6864
Zhejiang,Zhejiang_DSF_073,15.6,16.5832
Zhejiang,Zhejiang_DSF_074,23.5,16.6592
Zhejiang,Zhejiang_DSF_075,10.1,18.1944
Zhejiang,Zhejiang_DSF_076,18.5,21.242
Zhejiang,Zhejiang_DSF_077,15.4,24.0312
Zhejiang,Zhejiang_DSF_078,10.1,27.5348
Zhejiang,Zhejiang_DSF_079,12.3,27.9908
Zhejiang,Zhejiang_DSF_080,12.3,27.9908
